matchId,shots_array,total_shots,late_game_shots,late_game_density
2499813,"[2.9, 15.1, 19.7, 23.2, 24.7, 25.2, 27.1, 32.4, 35.8, 36.8, 42.0, 44.7, 46.5, 46.5, 47.9, 49.0, 52.1, 56.1, 57.1, 58.8, 59.9, 61.4, 63.1, 64.5, 70.3, 71.7, 78.1, 80.4, 83.5, 84.9, 87.0, 87.9, 93.3]",33,12,0.36363636363636365
2499814,"[3.7, 12.1, 16.5, 19.7, 23.4, 27.1, 34.6, 36.9, 42.1, 45.9, 47.8, 54.6, 55.5, 64.8, 75.3, 93.0]",16,3,0.1875
2499815,"[2.1, 3.9, 4.9, 8.8, 14.0, 32.1, 39.8, 40.6, 43.6, 46.1, 45.7, 50.9, 54.5, 60.9, 71.3, 79.6, 88.7, 90.7]",18,5,0.2777777777777778
2499816,"[11.0, 12.8, 16.6, 24.7, 29.3, 31.7, 33.3, 35.0, 39.6, 41.7, 43.1, 43.8, 44.8, 46.2, 47.3, 48.3, 50.2, 51.6, 66.4, 71.8, 82.6, 84.7, 88.9, 92.2]",24,6,0.25
2499817,"[3.7, 7.6, 9.8, 12.8, 14.0, 32.3, 34.8, 42.4, 45.3, 45.9, 46.0, 57.0, 61.2, 64.3, 64.9, 67.7, 68.7, 75.8, 76.6, 85.2, 86.3, 94.4, 94.4]",23,11,0.4782608695652174
2499818,"[2.0, 9.2, 15.5, 17.8, 18.8, 20.0, 21.1, 38.9, 44.0, 50.6, 59.9, 70.1, 71.1, 73.2, 76.3, 79.7, 82.7, 87.4, 93.7]",19,8,0.42105263157894735
2499819,"[0.7, 1.1, 2.7, 4.2, 6.2, 7.1, 8.3, 14.2, 16.1, 19.4, 19.8, 21.0, 23.2, 25.9, 27.1, 27.9, 35.2, 43.9, 45.9, 48.8, 49.7, 50.5, 51.3, 55.7, 56.0, 56.7, 63.4, 70.3, 70.8, 73.4, 78.7, 80.1, 80.7, 84.8, 88.6, 91.0, 93.0]",37,11,0.2972972972972973
2499820,"[6.4, 14.6, 20.6, 29.4, 30.0, 34.2, 36.3, 37.1, 37.8, 38.5, 44.1, 44.8, 46.0, 50.4, 51.2, 68.5, 71.8, 74.0, 80.0, 81.5, 89.0, 96.9, 99.2, 100.8, 101.7]",25,10,0.4
2499821,"[4.2, 5.7, 16.1, 21.0, 24.6, 29.0, 30.2, 32.2, 34.8, 37.1, 42.6, 43.8, 52.1, 56.7, 63.2, 67.9, 69.2, 71.4, 80.1, 83.2, 86.7, 89.2, 93.9]",23,9,0.391304347826087
2499822,"[3.9, 4.7, 5.3, 7.2, 8.1, 30.6, 33.0, 38.1, 43.8, 44.8, 46.0, 47.7, 48.3, 50.9, 54.8, 55.6, 57.9, 58.6, 60.4, 66.1, 72.8, 75.3, 76.0, 79.4, 81.1, 83.9, 85.0, 85.8, 89.2, 90.0, 90.9, 94.4]",32,14,0.4375
2499823,"[1.5, 6.2, 14.1, 19.7, 21.9, 33.6, 37.9, 40.4, 41.8, 43.1, 44.3, 45.2, 49.2, 53.2, 55.1, 56.0, 59.4, 60.3, 68.8, 73.7, 76.1, 77.5, 83.2, 89.5]",24,7,0.2916666666666667
2499824,"[35.4, 43.0, 46.7, 47.8, 48.4, 67.2, 70.3, 88.8]",8,3,0.375
2499825,"[3.2, 6.8, 7.6, 11.1, 18.0, 26.0, 37.7, 45.3, 47.3, 47.3, 50.6, 62.1, 73.8, 77.9, 80.3, 80.9, 82.9, 85.1, 86.8, 92.4]",20,9,0.45
2499826,"[4.4, 4.9, 11.8, 16.3, 17.4, 18.6, 27.8, 30.5, 36.1, 37.4, 40.3, 42.0, 46.2, 47.6, 48.3, 55.7, 59.8, 68.9, 70.2, 71.2, 72.1, 73.6, 80.3, 83.5, 93.7]",25,8,0.32
2499827,"[1.3, 21.1, 29.1, 35.8, 45.2, 46.2, 49.4, 53.6, 55.6, 65.2, 68.5, 71.0, 92.6]",13,4,0.3076923076923077
2499828,"[0.7, 7.1, 10.3, 14.4, 15.4, 22.2, 24.7, 27.9, 29.3, 44.1, 46.7, 50.7, 60.8, 61.2, 64.9, 74.7, 77.4, 81.8, 87.2, 89.0, 89.7]",21,9,0.42857142857142855
2499829,"[3.9, 13.7, 14.2, 15.6, 16.5, 27.5, 29.4, 34.9, 43.4, 43.9, 47.7, 47.8, 49.7, 55.5, 58.8, 61.0, 61.5, 65.2, 68.7, 78.4, 81.2, 84.5, 89.1]",23,8,0.34782608695652173
2499830,"[1.1, 3.1, 4.2, 6.3, 7.4, 10.0, 12.3, 13.8, 17.4, 20.5, 22.8, 26.3, 26.9, 27.6, 31.6, 34.9, 37.6, 40.3, 44.6, 47.0, 49.4, 49.8, 53.7, 63.3, 65.0, 67.6, 70.5, 72.1, 78.4, 88.4, 89.3]",31,8,0.25806451612903225
2499831,"[3.5, 4.3, 14.8, 18.5, 21.6, 25.3, 28.6, 34.6, 38.2, 41.3, 45.2, 57.0, 58.6, 74.5, 75.5, 81.6, 84.0, 86.1, 87.5]",19,6,0.3157894736842105
2499832,"[1.3, 7.0, 16.1, 17.8, 22.6, 25.6, 32.7, 36.9, 37.6, 38.0, 41.1, 45.2, 52.5, 54.7, 56.0, 68.1, 69.9, 71.4, 72.4, 73.5, 86.3, 88.9, 96.4]",23,8,0.34782608695652173
2499833,"[0.3, 4.7, 16.6, 17.5, 21.2, 25.0, 25.7, 26.5, 31.3, 33.3, 39.9, 42.1, 43.4, 43.8, 45.4, 49.2, 50.5, 50.8, 51.2, 52.2, 54.2, 55.2, 55.7, 60.2, 61.3, 62.0, 63.7, 65.8, 74.0, 75.5, 77.6, 84.9, 86.4, 91.0]",34,11,0.3235294117647059
2499834,"[2.0, 8.7, 14.4, 25.3, 32.2, 41.8, 45.6, 47.1, 49.6, 51.2, 58.3, 61.1, 69.4, 72.0, 77.8, 79.0, 82.0, 83.7]",18,7,0.3888888888888889
2499835,"[2.8, 3.7, 4.5, 10.8, 11.4, 12.3, 15.3, 16.5, 20.8, 22.4, 24.6, 42.7, 44.7, 46.9, 49.6, 55.3, 60.5, 64.4, 70.4, 71.9, 76.7, 81.7, 89.7, 92.6]",24,8,0.3333333333333333
2499836,"[2.0, 4.9, 6.2, 11.3, 14.9, 20.5, 31.0, 31.8, 49.9, 50.3, 54.7, 60.8, 67.2, 72.3, 73.9, 82.9, 83.9, 84.8, 87.6, 91.9]",20,9,0.45
2499837,"[4.2, 13.2, 16.1, 22.6, 24.0, 27.1, 28.8, 34.5, 37.8, 38.6, 40.1, 44.6, 46.8, 65.1, 68.3, 68.6, 76.8, 77.5, 81.8, 82.6, 92.7, 94.1, 96.7]",23,10,0.43478260869565216
2499838,"[18.6, 20.3, 27.5, 29.3, 34.5, 36.5, 44.6, 46.4, 45.3, 47.2, 51.8, 54.2, 57.0, 59.3, 60.7, 63.3, 63.9, 72.0, 74.5, 79.7, 83.2, 87.5, 89.1]",23,9,0.391304347826087
2499839,"[3.8, 10.4, 11.8, 16.1, 17.2, 19.2, 24.8, 33.0, 34.9, 37.2, 44.9, 49.4, 55.2, 56.1, 58.0, 65.4, 71.9, 75.0, 76.2, 77.2, 83.3, 85.8, 90.7]",23,8,0.34782608695652173
2499840,"[18.4, 28.4, 36.5, 43.2, 47.9, 48.1, 61.6, 62.5, 63.5, 65.6, 71.9, 74.4, 75.6, 83.6]",14,8,0.5714285714285714
2499841,"[10.2, 12.3, 15.2, 18.7, 38.6, 39.3, 45.8, 52.1, 55.7, 63.9, 64.5, 65.3, 73.4, 78.0, 86.5, 92.2, 93.0, 93.5, 94.7, 95.2, 95.2]",21,12,0.5714285714285714
2499842,"[6.9, 10.8, 21.3, 26.8, 28.9, 29.8, 30.7, 32.3, 34.9, 45.9, 46.4, 47.8, 52.0, 57.0, 67.5, 74.9, 75.6]",17,3,0.17647058823529413
2499843,"[4.7, 8.1, 18.9, 22.5, 25.1, 26.8, 29.3, 32.4, 33.7, 35.9, 37.9, 51.4, 53.3, 61.1, 63.7, 83.6, 84.6, 86.8, 91.3]",19,6,0.3157894736842105
2499844,"[7.6, 9.9, 14.3, 23.3, 25.5, 27.0, 33.5, 45.8, 49.0, 56.8, 57.6, 68.0, 69.4, 70.3, 76.6, 79.2, 81.2, 85.9, 87.2, 90.8]",20,9,0.45
2499845,"[3.5, 4.7, 26.6, 29.3, 30.1, 35.8, 48.2, 55.8, 56.8, 59.1, 61.2, 66.3, 69.0, 70.8, 75.9, 81.1, 86.0, 89.2, 90.4]",19,9,0.47368421052631576
2499846,"[10.0, 14.7, 16.5, 22.8, 28.8, 31.7, 32.8, 33.4, 34.1, 36.9, 40.8, 43.7, 45.7, 49.6, 55.6, 60.0, 63.9, 68.1, 73.2, 74.4, 74.4, 74.9, 80.5, 85.7, 87.1, 88.9, 91.2]",27,12,0.4444444444444444
2499847,"[2.2, 5.4, 9.4, 12.8, 16.4, 25.9, 27.5, 30.9, 34.5, 37.2, 49.4, 55.9, 56.9, 58.4, 59.1, 61.9, 70.2, 74.5, 76.5, 78.3, 82.1, 82.3, 85.0, 92.8]",24,9,0.375
2499848,"[0.9, 5.6, 24.4, 26.4, 31.1, 34.8, 41.6, 42.8, 45.3, 46.3, 53.7, 54.6, 55.0, 69.0, 73.4, 78.0, 78.1, 80.9, 91.4, 93.6, 94.9, 95.5]",22,9,0.4090909090909091
2499849,"[3.6, 6.9, 17.9, 26.8, 29.9, 31.8, 38.3, 40.1, 51.0, 54.0, 58.7, 62.8, 72.3, 74.6, 76.7, 83.7, 86.2, 86.9, 92.0, 93.8, 95.0]",21,10,0.47619047619047616
2499850,"[5.4, 6.4, 12.3, 17.3, 20.3, 24.7, 25.6, 26.9, 40.8, 43.9, 45.9, 51.5, 54.0, 57.2, 59.6, 61.7, 63.9, 66.3, 78.7, 79.9, 87.7, 91.7]",22,7,0.3181818181818182
2499851,"[0.5, 9.6, 18.1, 25.3, 27.7, 28.4, 29.3, 34.3, 35.8, 42.2, 42.9, 45.3, 48.1, 48.8, 51.0, 53.5, 64.0, 67.4, 80.4, 90.0, 92.5]",21,5,0.23809523809523808
2499852,"[18.6, 19.9, 21.2, 24.0, 33.0, 34.3, 35.1, 55.6, 57.0, 58.4, 65.6, 75.1, 76.3, 77.3, 85.6, 88.9, 94.7]",17,7,0.4117647058823529
2499853,"[7.5, 23.4, 26.0, 32.7, 33.6, 35.5, 37.4, 40.0, 41.5, 45.9, 48.5, 54.5, 58.3, 59.5, 61.5, 64.9, 72.7, 74.5, 76.0, 78.3, 84.7, 89.4, 93.5]",23,9,0.391304347826087
2499854,"[0.6, 6.1, 7.7, 8.8, 9.7, 10.4, 12.6, 17.9, 22.9, 24.1, 27.3, 33.9, 36.8, 43.4, 47.0, 53.0, 54.7, 56.4, 68.3, 70.6, 79.1, 81.1, 86.6, 91.4, 93.6]",25,7,0.28
2499855,"[6.4, 9.0, 15.7, 16.9, 23.7, 28.8, 37.6, 58.8, 59.4, 61.3, 66.4, 68.6, 83.1, 84.0, 84.8, 91.2, 92.5]",17,8,0.47058823529411764
2499856,"[3.5, 9.2, 10.4, 13.2, 16.3, 25.6, 26.4, 30.0, 34.6, 36.3, 39.5, 44.7, 50.7, 52.3, 57.9, 59.8, 62.7, 68.7, 80.3, 84.0, 86.7, 89.1, 90.1]",23,7,0.30434782608695654
2499857,"[3.7, 10.4, 11.0, 11.7, 16.0, 17.9, 20.9, 25.8, 30.1, 34.6, 35.7, 36.4, 45.6, 48.9, 54.2, 58.7, 60.5, 65.7, 66.9, 68.9, 76.1, 80.6, 93.6]",23,7,0.30434782608695654
2499858,"[3.3, 4.2, 5.8, 10.5, 13.3, 14.7, 31.9, 37.1, 38.5, 46.5, 55.0, 61.3, 62.8, 64.8, 65.5, 73.4, 77.6, 86.9, 89.3]",19,8,0.42105263157894735
2499859,"[4.4, 10.5, 22.3, 24.4, 25.8, 27.8, 36.7, 39.7, 42.8, 48.5, 49.1, 54.3, 55.5, 67.6, 75.3, 84.8, 90.9, 92.0]",18,5,0.2777777777777778
2499860,"[2.9, 7.6, 12.5, 26.3, 26.7, 28.3, 37.5, 43.0, 45.2, 47.0, 57.4, 61.0, 61.7, 68.8, 71.6, 73.1, 86.0, 88.3, 88.3, 90.1]",20,9,0.45
2499861,"[1.1, 14.7, 22.2, 41.2, 49.9, 54.0, 56.5, 60.8, 65.9, 68.1, 71.9, 81.6, 85.6, 90.7, 93.2]",15,8,0.5333333333333333
2499862,"[1.7, 2.5, 6.2, 11.0, 16.6, 17.8, 23.1, 35.5, 37.6, 39.1, 39.8, 43.4, 45.6, 50.1, 51.9, 57.7, 59.5, 72.5, 77.1, 85.0, 91.8]",21,4,0.19047619047619047
2499863,"[1.2, 3.0, 4.7, 9.3, 11.6, 14.4, 18.9, 21.2, 22.2, 23.3, 26.0, 37.8, 46.1, 65.8, 69.6, 77.6, 80.7, 82.0, 87.1, 91.7, 92.8]",21,8,0.38095238095238093
2499864,"[14.4, 16.4, 26.1, 45.7, 47.8, 55.7, 56.9, 72.7, 74.0, 75.1, 80.3, 82.7, 88.7, 90.9]",14,7,0.5
2499865,"[9.6, 16.4, 30.4, 32.0, 33.3, 41.1, 46.2, 49.5, 54.9, 58.5, 93.1, 94.7, 94.9]",13,3,0.23076923076923078
2499866,"[3.9, 7.5, 15.3, 16.7, 27.7, 33.5, 41.0, 41.7, 43.5, 45.5, 52.6, 54.5, 63.7, 73.5, 77.4, 80.8, 81.3, 85.1, 87.7, 90.2, 91.7, 92.6]",22,10,0.45454545454545453
2499867,"[9.5, 15.8, 20.6, 23.5, 29.8, 35.0, 38.2, 40.5, 45.2, 46.1, 49.9, 51.2, 53.4, 55.0, 56.5, 60.6, 64.8, 65.4, 70.0, 72.6, 78.3, 85.3, 86.9, 87.9, 88.0, 89.6]",26,11,0.4230769230769231
2499868,"[2.2, 5.2, 10.5, 13.9, 19.4, 22.4, 27.1, 30.2, 31.5, 33.2, 44.2, 56.2, 59.4, 63.7, 66.1, 72.2, 75.0, 83.7, 88.4, 91.5, 93.1]",21,8,0.38095238095238093
2499869,"[7.6, 11.0, 16.3, 18.2, 21.6, 33.4, 38.8, 41.5, 54.9, 58.3, 62.8, 73.1, 74.3, 76.1, 81.9, 82.3, 84.6, 85.6, 87.6, 89.0, 90.5, 94.0]",22,12,0.5454545454545454
2499870,"[7.9, 13.5, 17.1, 26.0, 27.5, 29.2, 31.4, 33.0, 34.4, 38.2, 39.1, 45.4, 46.9, 50.1, 52.9, 67.2, 69.2, 69.8, 69.9, 70.6, 73.8, 76.3, 78.7, 80.2, 81.8, 84.3, 85.1, 91.0, 93.5]",29,14,0.4827586206896552
2499871,"[1.0, 15.8, 25.1, 34.0, 35.1, 36.5, 37.1, 47.0, 66.1, 73.3, 81.0, 82.3, 84.1, 85.3, 91.3]",15,7,0.4666666666666667
2499872,"[3.5, 10.4, 17.2, 20.8, 22.9, 27.0, 34.3, 34.8, 35.3, 41.3, 49.0, 56.6, 64.1, 66.4, 74.6, 75.2, 82.9, 84.2, 87.9]",19,7,0.3684210526315789
2499873,"[1.7, 3.4, 6.5, 7.1, 12.8, 15.7, 21.8, 24.3, 31.0, 32.5, 33.3, 36.9, 40.3, 47.8, 48.3, 46.2, 53.0, 55.3, 57.7, 59.9, 66.2, 68.2, 72.9, 73.2, 73.5, 79.4, 89.5]",27,7,0.25925925925925924
2499874,"[0.7, 10.9, 11.3, 22.2, 32.3, 36.9, 40.5, 45.9, 47.0, 63.2, 64.3, 65.7, 74.7, 79.4, 80.1, 80.8, 82.6, 88.6, 93.0]",19,10,0.5263157894736842
2499875,"[3.8, 7.7, 8.4, 11.3, 15.2, 20.4, 20.9, 25.9, 28.6, 32.6, 44.2, 45.8, 62.0, 70.0, 70.2, 74.1, 76.2, 77.3, 81.1, 82.9, 88.3, 88.9, 93.0]",23,11,0.4782608695652174
2499876,"[3.1, 4.5, 14.9, 15.9, 19.2, 20.0, 23.5, 25.7, 26.1, 27.9, 34.7, 36.3, 37.2, 46.3, 50.0, 50.5, 53.6, 62.2, 65.1, 71.9, 83.7, 85.6, 85.6, 86.4, 87.7, 92.6, 93.4]",27,10,0.37037037037037035
2499877,"[4.1, 9.0, 10.3, 12.4, 13.8, 18.3, 25.7, 26.7, 32.0, 33.9, 48.8, 49.3, 51.7, 63.2, 65.4, 69.4, 77.1, 88.2, 89.0, 90.7]",20,7,0.35
2499878,"[2.3, 4.0, 6.9, 8.8, 9.4, 10.1, 12.7, 16.8, 17.5, 31.3, 35.8, 42.2, 55.6, 57.8, 59.7, 66.3, 67.0, 68.4, 69.6, 75.2, 78.5, 83.3, 86.9]",23,8,0.34782608695652173
2499879,"[0.9, 12.7, 14.0, 15.0, 20.7, 32.0, 34.4, 46.2, 45.7, 49.0, 50.4, 58.0, 63.2, 66.1, 66.9, 69.3, 72.7, 76.7, 78.2, 79.6, 92.3]",21,9,0.42857142857142855
2499880,"[1.8, 12.6, 20.2, 28.7, 35.5, 39.4, 45.6, 51.9, 52.9, 73.0, 75.3, 78.7, 86.5, 87.6, 89.9]",15,6,0.4
2499881,"[3.6, 4.3, 17.0, 28.6, 32.9, 54.4, 55.0, 61.6, 66.6, 68.4, 69.1, 71.7, 76.0, 78.8, 79.6, 81.0, 83.0, 84.0]",18,11,0.6111111111111112
2499882,"[2.0, 13.2, 16.1, 17.1, 18.3, 19.4, 23.7, 34.7, 36.0, 39.5, 40.5, 44.5, 65.7, 70.3, 72.0, 86.8, 91.0, 92.1]",18,6,0.3333333333333333
2499883,"[6.5, 8.0, 9.3, 27.3, 31.9, 34.4, 36.0, 37.9, 41.2, 44.7, 46.2, 46.1, 47.9, 48.7, 51.4, 55.3, 55.9, 57.5, 59.5, 61.8, 62.6, 63.8, 65.2, 77.2, 80.0, 84.1, 84.5, 86.4, 90.5, 93.0, 93.7, 94.3]",32,13,0.40625
2499884,"[1.2, 1.9, 4.2, 6.0, 14.5, 16.9, 17.3, 19.1, 23.0, 26.3, 27.2, 34.3, 35.7, 38.1, 41.9, 46.5, 47.8, 51.2, 55.5, 60.9, 63.5, 64.4, 66.2, 76.2, 83.6, 84.2, 92.8]",27,8,0.2962962962962963
2499885,"[0.9, 19.7, 28.3, 30.0, 32.1, 41.7, 47.2, 49.3, 50.4, 52.8, 56.0, 64.7, 69.3, 73.9, 80.0, 83.7, 85.9, 87.3, 92.5, 93.3, 94.0]",21,10,0.47619047619047616
2499886,"[4.7, 8.7, 17.5, 21.7, 27.6, 32.9, 37.0, 40.3, 45.9, 47.1, 48.8, 51.6, 58.6, 62.9, 67.4, 68.0, 76.5, 81.7, 88.4, 90.1, 92.7]",21,8,0.38095238095238093
2499887,"[7.0, 9.1, 20.5, 28.9, 32.9, 39.9, 42.2, 44.4, 48.7, 53.6, 62.6, 65.8, 67.2, 68.2, 71.0, 72.1, 77.7, 81.6, 86.8, 87.6, 91.3, 91.8]",22,12,0.5454545454545454
2499888,"[5.8, 8.5, 13.1, 14.1, 20.6, 33.0, 43.0, 44.6, 46.1, 77.8, 78.7, 80.5, 82.0, 83.6, 86.2]",15,6,0.4
2499889,"[1.6, 9.5, 13.3, 14.7, 22.0, 34.5, 46.4, 45.3, 51.6, 59.4, 71.7, 72.4, 77.8, 79.1, 87.1]",15,5,0.3333333333333333
2499890,"[3.6, 12.2, 14.9, 16.5, 20.1, 21.3, 27.0, 31.7, 34.3, 36.4, 39.2, 40.1, 51.3, 51.6, 56.4, 75.8, 79.7, 84.0, 85.5, 89.3, 91.0, 94.2]",22,7,0.3181818181818182
2499891,"[1.6, 7.3, 8.2, 11.5, 23.3, 26.2, 29.9, 33.9, 36.6, 40.6, 42.1, 43.4, 47.0, 48.7, 58.1, 65.6, 66.9, 68.0, 69.5, 70.8, 73.7, 75.9, 77.4, 79.1, 83.1, 85.2, 91.7]",27,12,0.4444444444444444
2499892,"[3.2, 5.5, 8.9, 11.8, 13.2, 19.5, 37.0, 41.3, 41.5, 42.3, 43.9, 44.5, 46.3, 51.8, 54.3, 62.1, 64.2, 72.5, 77.1, 86.1, 88.2, 88.9, 93.3, 93.5, 94.4]",25,10,0.4
2499893,"[8.3, 28.5, 31.6, 33.8, 36.5, 37.5, 38.9, 41.7, 45.5, 46.9, 49.8, 51.4, 51.6, 66.0, 66.6, 70.8, 72.2, 76.6, 77.0, 79.9, 80.5, 82.5, 83.2, 88.2, 90.0]",25,12,0.48
2499894,"[1.7, 20.3, 21.5, 28.7, 30.4, 34.7, 45.9, 46.9, 50.6, 51.1, 51.9, 55.5, 58.0, 59.6, 60.1, 63.7, 65.2, 67.1, 69.7, 70.9, 71.8, 85.2, 86.8, 91.9]",24,10,0.4166666666666667
2499895,"[1.3, 2.2, 4.2, 8.5, 16.3, 18.2, 22.0, 25.4, 30.3, 35.2, 36.4, 38.1, 39.0, 41.8, 42.3, 44.3, 46.8, 50.4, 51.4, 59.1, 59.7, 61.3, 65.2, 67.1, 74.2, 75.9, 76.3, 77.1, 78.2, 79.0, 90.9, 91.2, 91.5]",33,12,0.36363636363636365
2499896,"[0.4, 1.0, 4.9, 7.0, 7.4, 16.3, 17.2, 21.7, 23.6, 26.2, 30.3, 32.3, 36.0, 40.9, 41.7, 47.0, 45.5, 48.2, 48.9, 54.2, 59.5, 68.3, 69.4, 78.9, 81.7, 91.6]",26,5,0.19230769230769232
2499897,"[0.3, 2.0, 7.2, 7.9, 8.5, 20.7, 20.8, 23.4, 28.4, 31.7, 32.6, 35.7, 36.5, 40.5, 44.4, 48.9, 49.7, 47.3, 56.7, 59.6, 60.8, 64.1, 67.2, 68.5, 84.5, 85.1, 87.9, 88.4, 91.4, 92.5]",30,10,0.3333333333333333
2499898,"[13.7, 15.6, 16.8, 19.2, 23.4, 26.1, 28.1, 40.3, 42.0, 52.3, 57.1, 68.4, 70.1, 71.5, 78.5, 82.5, 86.8, 88.9, 91.8, 92.4, 93.0, 93.9, 94.4]",23,12,0.5217391304347826
2499899,"[0.5, 3.7, 13.0, 22.2, 33.2, 35.7, 37.4, 40.2, 45.9, 46.9, 57.2, 60.0, 62.9, 73.3, 73.8, 75.2, 78.2, 82.0, 84.7, 93.4]",20,9,0.45
2499900,"[15.7, 16.6, 18.4, 25.5, 36.6, 39.5, 44.8, 48.5, 50.2, 53.5, 58.2, 62.8, 65.1, 66.2, 69.0, 70.0, 75.9, 82.7, 87.0]",19,8,0.42105263157894735
2499901,"[3.4, 5.9, 12.9, 24.8, 25.3, 32.3, 35.0, 38.2, 43.1, 45.8, 51.5, 56.3, 64.1, 67.7, 69.7, 72.9, 80.0, 86.4, 87.1, 89.7]",20,8,0.4
2499902,"[9.8, 19.9, 26.0, 31.8, 32.7, 37.3, 56.1, 61.5, 64.4, 78.7, 88.8, 92.5]",12,5,0.4166666666666667
2499903,"[3.9, 5.8, 19.2, 23.4, 32.3, 33.4, 35.2, 35.9, 37.0, 42.8, 45.8, 46.8, 46.5, 50.0, 53.9, 58.5, 58.9, 62.5, 65.6, 68.4, 72.7, 74.8, 76.4, 83.4, 84.3, 88.3, 90.4]",27,10,0.37037037037037035
2499904,"[2.6, 16.3, 17.1, 28.5, 34.2, 40.2, 47.0, 49.8, 50.5, 56.6, 59.0, 60.6, 62.2, 62.9, 79.9]",15,4,0.26666666666666666
